country_std,indicator_name,sex,age_group,age_categories,Year,Unemployment,GDP
Puerto Rico,Unemployment rate by sex and age,Male,Under 15,Children,2023,7.069,117902.0
Qatar,Unemployment rate by sex and age,Female,15-24,Youth,2023,1.636,213003.0
Qatar,Unemployment rate by sex and age,Female,25+,Adults,2023,0.287,213003.0
Qatar,Unemployment rate by sex and age,Female,Under 15,Children,2023,0.424,213003.0
Qatar,Unemployment rate by sex and age,Male,15-24,Youth,2023,0.225,213003.0
Qatar,Unemployment rate by sex and age,Male,25+,Adults,2023,0.063,213003.0
Qatar,Unemployment rate by sex and age,Male,Under 15,Children,2023,0.072,213003.0
Romania,Unemployment rate by sex and age,Female,15-24,Youth,2023,23.669,350847.0
Romania,Unemployment rate by sex and age,Female,25+,Adults,2023,3.956,350847.0
Romania,Unemployment rate by sex and age,Female,Under 15,Children,2023,5.129,350847.0
Romania,Unemployment rate by sex and age,Male,15-24,Youth,2023,21.197,350847.0
Romania,Unemployment rate by sex and age,Male,25+,Adults,2023,4.813,350847.0
Romania,Unemployment rate by sex and age,Male,Under 15,Children,2023,5.981,350847.0
Russia,Unemployment rate by sex and age,Female,15-24,Youth,2023,12.996,2059762.0
Russia,Unemployment rate by sex and age,Female,25+,Adults,2023,2.693,2059762.0
Russia,Unemployment rate by sex and age,Female,Under 15,Children,2023,3.227,2059762.0
Russia,Unemployment rate by sex and age,Male,15-24,Youth,2023,11.974,2059762.0
Russia,Unemployment rate by sex and age,Male,25+,Adults,2023,2.499,2059762.0
Russia,Unemployment rate by sex and age,Male,Under 15,Children,2023,3.094,2059762.0
Rwanda,Unemployment rate by sex and age,Female,15-24,Youth,2023,22.963,14331.0
Rwanda,Unemployment rate by sex and age,Female,25+,Adults,2023,14.596,14331.0
Rwanda,Unemployment rate by sex and age,Female,Under 15,Children,2023,16.458,14331.0
Rwanda,Unemployment rate by sex and age,Male,15-24,Youth,2023,20.89,14331.0
Rwanda,Unemployment rate by sex and age,Male,25+,Adults,2023,11.493,14331.0
Rwanda,Unemployment rate by sex and age,Male,Under 15,Children,2023,13.587,14331.0
Saint Lucia,Unemployment rate by sex and age,Female,15-24,Youth,2023,28.348,2430.0
Saint Lucia,Unemployment rate by sex and age,Female,25+,Adults,2023,12.957,2430.0
Saint Lucia,Unemployment rate by sex and age,Female,Under 15,Children,2023,15.449,2430.0
Saint Lucia,Unemployment rate by sex and age,Male,15-24,Youth,2023,42.906,2430.0
Saint Lucia,Unemployment rate by sex and age,Male,25+,Adults,2023,8.049,2430.0
Saint Lucia,Unemployment rate by sex and age,Male,Under 15,Children,2023,14.121,2430.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Female,15-24,Youth,2023,41.776,1071.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Female,25+,Adults,2023,12.907,1071.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Female,Under 15,Children,2023,16.548,1071.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Male,15-24,Youth,2023,42.399,1071.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Male,25+,Adults,2023,15.466,1071.0
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Male,Under 15,Children,2023,20.034,1071.0
Samoa,Unemployment rate by sex and age,Female,15-24,Youth,2023,29.644,938.0
Samoa,Unemployment rate by sex and age,Female,25+,Adults,2023,10.24,938.0
Samoa,Unemployment rate by sex and age,Female,Under 15,Children,2023,14.789,938.0
Samoa,Unemployment rate by sex and age,Male,15-24,Youth,2023,12.93,938.0
Samoa,Unemployment rate by sex and age,Male,25+,Adults,2023,4.35,938.0
Samoa,Unemployment rate by sex and age,Male,Under 15,Children,2023,6.278,938.0
São Tomé and Príncipe,Unemployment rate by sex and age,Female,15-24,Youth,2023,33.892,684.0
São Tomé and Príncipe,Unemployment rate by sex and age,Female,25+,Adults,2023,19.285,684.0
São Tomé and Príncipe,Unemployment rate by sex and age,Female,Under 15,Children,2023,22.103,684.0
São Tomé and Príncipe,Unemployment rate by sex and age,Male,15-24,Youth,2023,15.166,684.0
São Tomé and Príncipe,Unemployment rate by sex and age,Male,25+,Adults,2023,8.436,684.0
São Tomé and Príncipe,Unemployment rate by sex and age,Male,Under 15,Children,2023,9.956,684.0
Saudi Arabia,Unemployment rate by sex and age,Female,15-24,Youth,2023,27.319,1067583.0
Saudi Arabia,Unemployment rate by sex and age,Female,25+,Adults,2023,13.399,1067583.0
Saudi Arabia,Unemployment rate by sex and age,Female,Under 15,Children,2023,14.958,1067583.0
Saudi Arabia,Unemployment rate by sex and age,Male,15-24,Youth,2023,10.841,1067583.0
Saudi Arabia,Unemployment rate by sex and age,Male,25+,Adults,2023,1.338,1067583.0
Saudi Arabia,Unemployment rate by sex and age,Male,Under 15,Children,2023,2.102,1067583.0
Senegal,Unemployment rate by sex and age,Female,15-24,Youth,2023,6.758,30625.0
Senegal,Unemployment rate by sex and age,Female,25+,Adults,2023,2.446,30625.0
Senegal,Unemployment rate by sex and age,Female,Under 15,Children,2023,3.148,30625.0
Senegal,Unemployment rate by sex and age,Male,15-24,Youth,2023,2.943,30625.0
Senegal,Unemployment rate by sex and age,Male,25+,Adults,2023,2.822,30625.0
Senegal,Unemployment rate by sex and age,Male,Under 15,Children,2023,2.849,30625.0
Serbia,Unemployment rate by sex and age,Female,15-24,Youth,2023,17.95,81343.0
Serbia,Unemployment rate by sex and age,Female,25+,Adults,2023,7.219,81343.0
Serbia,Unemployment rate by sex and age,Female,Under 15,Children,2023,7.781,81343.0
Serbia,Unemployment rate by sex and age,Male,15-24,Youth,2023,23.606,81343.0
Serbia,Unemployment rate by sex and age,Male,25+,Adults,2023,6.656,81343.0
Serbia,Unemployment rate by sex and age,Male,Under 15,Children,2023,7.882,81343.0
Sierra Leone,Unemployment rate by sex and age,Female,15-24,Youth,2023,2.564,6397.0
Sierra Leone,Unemployment rate by sex and age,Female,25+,Adults,2023,2.022,6397.0
Sierra Leone,Unemployment rate by sex and age,Female,Under 15,Children,2023,2.137,6397.0
Sierra Leone,Unemployment rate by sex and age,Male,15-24,Youth,2023,4.807,6397.0
Sierra Leone,Unemployment rate by sex and age,Male,25+,Adults,2023,4.054,6397.0
Sierra Leone,Unemployment rate by sex and age,Male,Under 15,Children,2023,4.188,6397.0
Singapore,Unemployment rate by sex and age,Female,15-24,Youth,2023,9.892,505440.0
Singapore,Unemployment rate by sex and age,Female,25+,Adults,2023,2.999,505440.0
Singapore,Unemployment rate by sex and age,Female,Under 15,Children,2023,3.419,505440.0
Singapore,Unemployment rate by sex and age,Male,15-24,Youth,2023,5.612,505440.0
Singapore,Unemployment rate by sex and age,Male,25+,Adults,2023,2.891,505440.0
Singapore,Unemployment rate by sex and age,Male,Under 15,Children,2023,3.036,505440.0
Slovakia,Unemployment rate by sex and age,Female,15-24,Youth,2023,17.527,132947.0
Slovakia,Unemployment rate by sex and age,Female,25+,Adults,2023,5.39,132947.0
Slovakia,Unemployment rate by sex and age,Female,Under 15,Children,2023,5.967,132947.0
Slovakia,Unemployment rate by sex and age,Male,15-24,Youth,2023,20.345,132947.0
Slovakia,Unemployment rate by sex and age,Male,25+,Adults,2023,4.623,132947.0
Slovakia,Unemployment rate by sex and age,Male,Under 15,Children,2023,5.705,132947.0
Slovenia,Unemployment rate by sex and age,Female,15-24,Youth,2023,8.172,69168.0
Slovenia,Unemployment rate by sex and age,Female,25+,Adults,2023,3.212,69168.0
Slovenia,Unemployment rate by sex and age,Female,Under 15,Children,2023,3.534,69168.0
Slovenia,Unemployment rate by sex and age,Male,15-24,Youth,2023,9.15,69168.0
Slovenia,Unemployment rate by sex and age,Male,25+,Adults,2023,3.057,69168.0
Slovenia,Unemployment rate by sex and age,Male,Under 15,Children,2023,3.504,69168.0
Solomon Islands,Unemployment rate by sex and age,Female,15-24,Youth,2023,3.443,1661.0
Solomon Islands,Unemployment rate by sex and age,Female,25+,Adults,2023,1.011,1661.0
Solomon Islands,Unemployment rate by sex and age,Female,Under 15,Children,2023,1.655,1661.0
Solomon Islands,Unemployment rate by sex and age,Male,15-24,Youth,2023,2.571,1661.0
Solomon Islands,Unemployment rate by sex and age,Male,25+,Adults,2023,1.186,1661.0
Solomon Islands,Unemployment rate by sex and age,Male,Under 15,Children,2023,1.551,1661.0
Somalia,Unemployment rate by sex and age,Female,15-24,Youth,2023,37.703,10969.0
Somalia,Unemployment rate by sex and age,Female,25+,Adults,2023,21.492,10969.0
Somalia,Unemployment rate by sex and age,Female,Under 15,Children,2023,24.857,10969.0
Somalia,Unemployment rate by sex and age,Male,15-24,Youth,2023,32.601,10969.0
Somalia,Unemployment rate by sex and age,Male,25+,Adults,2023,13.534,10969.0
Somalia,Unemployment rate by sex and age,Male,Under 15,Children,2023,16.62,10969.0
South Africa,Unemployment rate by sex and age,Female,15-24,Youth,2023,55.231,380592.0
South Africa,Unemployment rate by sex and age,Female,25+,Adults,2023,27.334,380592.0
South Africa,Unemployment rate by sex and age,Female,Under 15,Children,2023,30.511,380592.0
South Africa,Unemployment rate by sex and age,Male,15-24,Youth,2023,46.57,380592.0
South Africa,Unemployment rate by sex and age,Male,25+,Adults,2023,23.701,380592.0
South Africa,Unemployment rate by sex and age,Male,Under 15,Children,2023,26.521,380592.0
South Sudan,Unemployment rate by sex and age,Female,15-24,Youth,2023,16.915,7186.0
South Sudan,Unemployment rate by sex and age,Female,25+,Adults,2023,11.076,7186.0
South Sudan,Unemployment rate by sex and age,Female,Under 15,Children,2023,13.072,7186.0
South Sudan,Unemployment rate by sex and age,Male,15-24,Youth,2023,19.044,7186.0
South Sudan,Unemployment rate by sex and age,Male,25+,Adults,2023,7.062,7186.0
South Sudan,Unemployment rate by sex and age,Male,Under 15,Children,2023,10.96,7186.0
Spain,Unemployment rate by sex and age,Female,15-24,Youth,2023,29.695,1620558.0
Spain,Unemployment rate by sex and age,Female,25+,Adults,2023,12.845,1620558.0
Spain,Unemployment rate by sex and age,Female,Under 15,Children,2023,13.982,1620558.0
Spain,Unemployment rate by sex and age,Male,15-24,Youth,2023,27.482,1620558.0
Spain,Unemployment rate by sex and age,Male,25+,Adults,2023,9.197,1620558.0
Spain,Unemployment rate by sex and age,Male,Under 15,Children,2023,10.504,1620558.0
Sri Lanka,Unemployment rate by sex and age,Female,15-24,Youth,2023,34.98,83723.0
Sri Lanka,Unemployment rate by sex and age,Female,25+,Adults,2023,6.751,83723.0
Sri Lanka,Unemployment rate by sex and age,Female,Under 15,Children,2023,10.264,83723.0
Sri Lanka,Unemployment rate by sex and age,Male,15-24,Youth,2023,22.459,83723.0
Sri Lanka,Unemployment rate by sex and age,Male,25+,Adults,2023,2.439,83723.0
Sri Lanka,Unemployment rate by sex and age,Male,Under 15,Children,2023,4.845,83723.0
Sudan,Unemployment rate by sex and age,Female,15-24,Youth,2023,48.918,36998.0
Sudan,Unemployment rate by sex and age,Female,25+,Adults,2023,30.3,36998.0
Sudan,Unemployment rate by sex and age,Female,Under 15,Children,2023,34.142,36998.0
Sudan,Unemployment rate by sex and age,Male,15-24,Youth,2023,33.92,36998.0
Sudan,Unemployment rate by sex and age,Male,25+,Adults,2023,11.471,36998.0
Sudan,Unemployment rate by sex and age,Male,Under 15,Children,2023,15.216,36998.0
Suriname,Unemployment rate by sex and age,Female,15-24,Youth,2023,38.984,3445.0
Suriname,Unemployment rate by sex and age,Female,25+,Adults,2023,6.913,3445.0
Suriname,Unemployment rate by sex and age,Female,Under 15,Children,2023,11.257,3445.0
Suriname,Unemployment rate by sex and age,Male,15-24,Youth,2023,18.25,3445.0
Suriname,Unemployment rate by sex and age,Male,25+,Adults,2023,3.275,3445.0
Suriname,Unemployment rate by sex and age,Male,Under 15,Children,2023,5.694,3445.0
Sweden,Unemployment rate by sex and age,Female,15-24,Youth,2023,21.902,585490.0
Sweden,Unemployment rate by sex and age,Female,25+,Adults,2023,5.759,585490.0
Sweden,Unemployment rate by sex and age,Female,Under 15,Children,2023,7.728,585490.0
Sweden,Unemployment rate by sex and age,Male,15-24,Youth,2023,22.794,585490.0
Sweden,Unemployment rate by sex and age,Male,25+,Adults,2023,5.655,585490.0
Sweden,Unemployment rate by sex and age,Male,Under 15,Children,2023,7.741,585490.0
Switzerland,Unemployment rate by sex and age,Female,15-24,Youth,2023,6.63,894867.0
Switzerland,Unemployment rate by sex and age,Female,25+,Adults,2023,3.763,894867.0
Switzerland,Unemployment rate by sex and age,Female,Under 15,Children,2023,4.099,894867.0
Switzerland,Unemployment rate by sex and age,Male,15-24,Youth,2023,6.811,894867.0
Switzerland,Unemployment rate by sex and age,Male,25+,Adults,2023,3.198,894867.0
Switzerland,Unemployment rate by sex and age,Male,Under 15,Children,2023,3.609,894867.0
Tajikistan,Unemployment rate by sex and age,Female,15-24,Youth,2023,13.523,11854.0
Tajikistan,Unemployment rate by sex and age,Female,25+,Adults,2023,3.668,11854.0
Tajikistan,Unemployment rate by sex and age,Female,Under 15,Children,2023,5.425,11854.0
Tajikistan,Unemployment rate by sex and age,Male,15-24,Youth,2023,18.898,11854.0
Tajikistan,Unemployment rate by sex and age,Male,25+,Adults,2023,5.691,11854.0
Tajikistan,Unemployment rate by sex and age,Male,Under 15,Children,2023,7.814,11854.0
Thailand,Unemployment rate by sex and age,Female,15-24,Youth,2023,7.638,515906.0
Thailand,Unemployment rate by sex and age,Female,25+,Adults,2023,0.495,515906.0
Thailand,Unemployment rate by sex and age,Female,Under 15,Children,2023,1.015,515906.0
Thailand,Unemployment rate by sex and age,Male,15-24,Youth,2023,4.071,515906.0
Thailand,Unemployment rate by sex and age,Male,25+,Adults,2023,0.458,515906.0
Thailand,Unemployment rate by sex and age,Male,Under 15,Children,2023,0.784,515906.0
Timor-Leste,Unemployment rate by sex and age,Female,15-24,Youth,2023,5.813,2080.0
Timor-Leste,Unemployment rate by sex and age,Female,25+,Adults,2023,1.469,2080.0
Timor-Leste,Unemployment rate by sex and age,Female,Under 15,Children,2023,2.288,2080.0
Timor-Leste,Unemployment rate by sex and age,Male,15-24,Youth,2023,2.62,2080.0
Timor-Leste,Unemployment rate by sex and age,Male,25+,Adults,2023,1.067,2080.0
Timor-Leste,Unemployment rate by sex and age,Male,Under 15,Children,2023,1.379,2080.0
Togo,Unemployment rate by sex and age,Female,15-24,Youth,2023,7.001,9081.0
Togo,Unemployment rate by sex and age,Female,25+,Adults,2023,1.969,9081.0
Togo,Unemployment rate by sex and age,Female,Under 15,Children,2023,2.761,9081.0
Togo,Unemployment rate by sex and age,Male,15-24,Youth,2023,11.942,9081.0
Togo,Unemployment rate by sex and age,Male,25+,Adults,2023,3.65,9081.0
Togo,Unemployment rate by sex and age,Male,Under 15,Children,2023,4.623,9081.0
Tonga,Unemployment rate by sex and age,Female,15-24,Youth,2023,11.016,512.0
Tonga,Unemployment rate by sex and age,Female,25+,Adults,2023,1.719,512.0
Tonga,Unemployment rate by sex and age,Female,Under 15,Children,2023,3.064,512.0
Tonga,Unemployment rate by sex and age,Male,15-24,Youth,2023,4.365,512.0
Tonga,Unemployment rate by sex and age,Male,25+,Adults,2023,1.396,512.0
Tonga,Unemployment rate by sex and age,Male,Under 15,Children,2023,1.88,512.0
Trinidad and Tobago,Unemployment rate by sex and age,Female,15-24,Youth,2023,12.647,25489.0
Trinidad and Tobago,Unemployment rate by sex and age,Female,25+,Adults,2023,3.348,25489.0
Trinidad and Tobago,Unemployment rate by sex and age,Female,Under 15,Children,2023,4.308,25489.0
Trinidad and Tobago,Unemployment rate by sex and age,Male,15-24,Youth,2023,9.682,25489.0
Trinidad and Tobago,Unemployment rate by sex and age,Male,25+,Adults,2023,2.153,25489.0
Trinidad and Tobago,Unemployment rate by sex and age,Male,Under 15,Children,2023,2.959,25489.0
Tunisia,Unemployment rate by sex and age,Female,15-24,Youth,2023,40.845,48541.0
Tunisia,Unemployment rate by sex and age,Female,25+,Adults,2023,24.335,48541.0
Tunisia,Unemployment rate by sex and age,Female,Under 15,Children,2023,26.255,48541.0
Tunisia,Unemployment rate by sex and age,Male,15-24,Youth,2023,40.279,48541.0
Tunisia,Unemployment rate by sex and age,Male,25+,Adults,2023,11.218,48541.0
Tunisia,Unemployment rate by sex and age,Male,Under 15,Children,2023,14.21,48541.0
Turkmenistan,Unemployment rate by sex and age,Female,15-24,Youth,2023,5.876,77876.0
Turkmenistan,Unemployment rate by sex and age,Female,25+,Adults,2023,1.914,77876.0
Turkmenistan,Unemployment rate by sex and age,Female,Under 15,Children,2023,2.527,77876.0
Turkmenistan,Unemployment rate by sex and age,Male,15-24,Youth,2023,13.403,77876.0
Turkmenistan,Unemployment rate by sex and age,Male,25+,Adults,2023,4.826,77876.0
Turkmenistan,Unemployment rate by sex and age,Male,Under 15,Children,2023,5.85,77876.0
Turkey,Unemployment rate by sex and age,Female,15-24,Youth,2023,23.706,1130062.0
Turkey,Unemployment rate by sex and age,Female,25+,Adults,2023,10.29,1130062.0
Turkey,Unemployment rate by sex and age,Female,Under 15,Children,2023,12.509,1130062.0
Turkey,Unemployment rate by sex and age,Male,15-24,Youth,2023,14.851,1130062.0
Turkey,Unemployment rate by sex and age,Male,25+,Adults,2023,6.977,1130062.0
Turkey,Unemployment rate by sex and age,Male,Under 15,Children,2023,8.207,1130062.0
Uganda,Unemployment rate by sex and age,Female,15-24,Youth,2023,5.503,51934.0
Uganda,Unemployment rate by sex and age,Female,25+,Adults,2023,2.511,51934.0
Uganda,Unemployment rate by sex and age,Female,Under 15,Children,2023,3.398,51934.0
Uganda,Unemployment rate by sex and age,Male,15-24,Youth,2023,3.486,51934.0
Uganda,Unemployment rate by sex and age,Male,25+,Adults,2023,1.809,51934.0
Uganda,Unemployment rate by sex and age,Male,Under 15,Children,2023,2.316,51934.0
United Arab Emirates,Unemployment rate by sex and age,Female,15-24,Youth,2023,18.571,514130.0
United Arab Emirates,Unemployment rate by sex and age,Female,25+,Adults,2023,5.43,514130.0
United Arab Emirates,Unemployment rate by sex and age,Female,Under 15,Children,2023,6.458,514130.0
United Arab Emirates,Unemployment rate by sex and age,Male,15-24,Youth,2023,7.02,514130.0
United Arab Emirates,Unemployment rate by sex and age,Male,25+,Adults,2023,1.871,514130.0
United Arab Emirates,Unemployment rate by sex and age,Male,Under 15,Children,2023,2.155,514130.0
United Kingdom,Unemployment rate by sex and age,Female,15-24,Youth,2023,9.57,3371118.0
United Kingdom,Unemployment rate by sex and age,Female,25+,Adults,2023,3.392,3371118.0
United Kingdom,Unemployment rate by sex and age,Female,Under 15,Children,2023,4.171,3371118.0
United Kingdom,Unemployment rate by sex and age,Male,15-24,Youth,2023,14.34,3371118.0
United Kingdom,Unemployment rate by sex and age,Male,25+,Adults,2023,3.181,3371118.0
United Kingdom,Unemployment rate by sex and age,Male,Under 15,Children,2023,4.523,3371118.0
United States,Unemployment rate by sex and age,Female,15-24,Youth,2023,7.033,27720725.0
United States,Unemployment rate by sex and age,Female,25+,Adults,2023,2.904,27720725.0
United States,Unemployment rate by sex and age,Female,Under 15,Children,2023,3.475,27720725.0
United States,Unemployment rate by sex and age,Male,15-24,Youth,2023,8.876,27720725.0
United States,Unemployment rate by sex and age,Male,25+,Adults,2023,3.063,27720725.0
United States,Unemployment rate by sex and age,Male,Under 15,Children,2023,3.798,27720725.0
Uruguay,Unemployment rate by sex and age,Female,15-24,Youth,2023,28.301,77997.0
Uruguay,Unemployment rate by sex and age,Female,25+,Adults,2023,6.935,77997.0
Uruguay,Unemployment rate by sex and age,Female,Under 15,Children,2023,9.53,77997.0
Uruguay,Unemployment rate by sex and age,Male,15-24,Youth,2023,24.344,77997.0
Uruguay,Unemployment rate by sex and age,Male,25+,Adults,2023,4.922,77997.0
Uruguay,Unemployment rate by sex and age,Male,Under 15,Children,2023,7.428,77997.0
Uzbekistan,Unemployment rate by sex and age,Female,15-24,Youth,2023,17.793,102634.0
Uzbekistan,Unemployment rate by sex and age,Female,25+,Adults,2023,4.699,102634.0
Uzbekistan,Unemployment rate by sex and age,Female,Under 15,Children,2023,6.372,102634.0
Uzbekistan,Unemployment rate by sex and age,Male,15-24,Youth,2023,6.737,102634.0
Uzbekistan,Unemployment rate by sex and age,Male,25+,Adults,2023,2.61,102634.0
Uzbekistan,Unemployment rate by sex and age,Male,Under 15,Children,2023,3.173,102634.0
Vanuatu,Unemployment rate by sex and age,Female,15-24,Youth,2023,13.313,1158.0
Vanuatu,Unemployment rate by sex and age,Female,25+,Adults,2023,4.546,1158.0
Vanuatu,Unemployment rate by sex and age,Female,Under 15,Children,2023,6.621,1158.0
Vanuatu,Unemployment rate by sex and age,Male,15-24,Youth,2023,9.166,1158.0
Vanuatu,Unemployment rate by sex and age,Male,25+,Adults,2023,2.575,1158.0
Vanuatu,Unemployment rate by sex and age,Male,Under 15,Children,2023,4.13,1158.0
Vietnam,Unemployment rate by sex and age,Female,15-24,Youth,2023,6.126,433008.0
Vietnam,Unemployment rate by sex and age,Female,25+,Adults,2023,0.965,433008.0
Vietnam,Unemployment rate by sex and age,Female,Under 15,Children,2023,1.535,433008.0
Vietnam,Unemployment rate by sex and age,Male,15-24,Youth,2023,6.506,433008.0
Vietnam,Unemployment rate by sex and age,Male,25+,Adults,2023,1.136,433008.0
Vietnam,Unemployment rate by sex and age,Male,Under 15,Children,2023,1.765,433008.0
Yemen,Unemployment rate by sex and age,Female,15-24,Youth,2023,38.882,19412.0
Yemen,Unemployment rate by sex and age,Female,25+,Adults,2023,26.442,19412.0
Yemen,Unemployment rate by sex and age,Female,Under 15,Children,2023,29.846,19412.0
Yemen,Unemployment rate by sex and age,Male,15-24,Youth,2023,32.297,19412.0
Yemen,Unemployment rate by sex and age,Male,25+,Adults,2023,11.961,19412.0
Yemen,Unemployment rate by sex and age,Male,Under 15,Children,2023,16.495,19412.0
Zambia,Unemployment rate by sex and age,Female,15-24,Youth,2023,8.654,27578.0
Zambia,Unemployment rate by sex and age,Female,25+,Adults,2023,3.917,27578.0
Zambia,Unemployment rate by sex and age,Female,Under 15,Children,2023,4.922,27578.0
Zambia,Unemployment rate by sex and age,Male,15-24,Youth,2023,7.302,27578.0
Zambia,Unemployment rate by sex and age,Male,25+,Adults,2023,2.696,27578.0
Zambia,Unemployment rate by sex and age,Male,Under 15,Children,2023,3.651,27578.0
Zimbabwe,Unemployment rate by sex and age,Female,15-24,Youth,2023,15.627,35144.0
Zimbabwe,Unemployment rate by sex and age,Female,25+,Adults,2023,7.597,35144.0
Zimbabwe,Unemployment rate by sex and age,Female,Under 15,Children,2023,9.518,35144.0
Zimbabwe,Unemployment rate by sex and age,Male,15-24,Youth,2023,13.675,35144.0
Zimbabwe,Unemployment rate by sex and age,Male,25+,Adults,2023,6.757,35144.0
Zimbabwe,Unemployment rate by sex and age,Male,Under 15,Children,2023,8.713,35144.0
Albania,Unemployment rate by sex and age,Female,15-24,Youth,2024,25.21,27259.0
Albania,Unemployment rate by sex and age,Female,25+,Adults,2024,9.488,27259.0
Albania,Unemployment rate by sex and age,Female,Under 15,Children,2024,10.68,27259.0
Albania,Unemployment rate by sex and age,Male,15-24,Youth,2024,27.267,27259.0
Albania,Unemployment rate by sex and age,Male,25+,Adults,2024,9.324,27259.0
Albania,Unemployment rate by sex and age,Male,Under 15,Children,2024,10.951,27259.0
Algeria,Unemployment rate by sex and age,Female,15-24,Youth,2024,46.95,264913.0
Algeria,Unemployment rate by sex and age,Female,25+,Adults,2024,18.4,264913.0
Algeria,Unemployment rate by sex and age,Female,Under 15,Children,2024,21.343,264913.0
Algeria,Unemployment rate by sex and age,Male,15-24,Youth,2024,27.461,264913.0
Algeria,Unemployment rate by sex and age,Male,25+,Adults,2024,7.615,264913.0
Algeria,Unemployment rate by sex and age,Male,Under 15,Children,2024,9.875,264913.0
Angola,Unemployment rate by sex and age,Female,15-24,Youth,2024,25.462,115946.0
Angola,Unemployment rate by sex and age,Female,25+,Adults,2024,10.451,115946.0
Angola,Unemployment rate by sex and age,Female,Under 15,Children,2024,14.159,115946.0
Angola,Unemployment rate by sex and age,Male,15-24,Youth,2024,29.351,115946.0
Angola,Unemployment rate by sex and age,Male,25+,Adults,2024,8.866,115946.0
Angola,Unemployment rate by sex and age,Male,Under 15,Children,2024,13.947,115946.0
Argentina,Unemployment rate by sex and age,Female,15-24,Youth,2024,19.932,632145.0
Argentina,Unemployment rate by sex and age,Female,25+,Adults,2024,5.728,632145.0
Argentina,Unemployment rate by sex and age,Female,Under 15,Children,2024,7.394,632145.0
Argentina,Unemployment rate by sex and age,Male,15-24,Youth,2024,17.729,632145.0
Argentina,Unemployment rate by sex and age,Male,25+,Adults,2024,4.657,632145.0
Argentina,Unemployment rate by sex and age,Male,Under 15,Children,2024,6.257,632145.0
Armenia,Unemployment rate by sex and age,Female,15-24,Youth,2024,16.702,25533.0
Armenia,Unemployment rate by sex and age,Female,25+,Adults,2024,5.248,25533.0
Armenia,Unemployment rate by sex and age,Female,Under 15,Children,2024,6.176,25533.0
Armenia,Unemployment rate by sex and age,Male,15-24,Youth,2024,20.274,25533.0
Armenia,Unemployment rate by sex and age,Male,25+,Adults,2024,9.609,25533.0
Armenia,Unemployment rate by sex and age,Male,Under 15,Children,2024,10.694,25533.0
Australia,Unemployment rate by sex and age,Female,15-24,Youth,2024,7.971,1796805.0
Australia,Unemployment rate by sex and age,Female,25+,Adults,2024,2.97,1796805.0
Australia,Unemployment rate by sex and age,Female,Under 15,Children,2024,3.733,1796805.0
Australia,Unemployment rate by sex and age,Male,15-24,Youth,2024,9.51,1796805.0
Australia,Unemployment rate by sex and age,Male,25+,Adults,2024,2.86,1796805.0
Australia,Unemployment rate by sex and age,Male,Under 15,Children,2024,3.817,1796805.0
Austria,Unemployment rate by sex and age,Female,15-24,Youth,2024,11.554,521269.0
Austria,Unemployment rate by sex and age,Female,25+,Adults,2024,4.747,521269.0
Austria,Unemployment rate by sex and age,Female,Under 15,Children,2024,5.491,521269.0
Austria,Unemployment rate by sex and age,Male,15-24,Youth,2024,10.943,521269.0
Austria,Unemployment rate by sex and age,Male,25+,Adults,2024,5.297,521269.0
Austria,Unemployment rate by sex and age,Male,Under 15,Children,2024,5.928,521269.0
Azerbaijan,Unemployment rate by sex and age,Female,15-24,Youth,2024,15.388,74316.0
Azerbaijan,Unemployment rate by sex and age,Female,25+,Adults,2024,5.551,74316.0
Azerbaijan,Unemployment rate by sex and age,Female,Under 15,Children,2024,6.634,74316.0
Azerbaijan,Unemployment rate by sex and age,Male,15-24,Youth,2024,12.486,74316.0
Azerbaijan,Unemployment rate by sex and age,Male,25+,Adults,2024,3.744,74316.0
Azerbaijan,Unemployment rate by sex and age,Male,Under 15,Children,2024,4.836,74316.0
Bahamas,Unemployment rate by sex and age,Female,15-24,Youth,2024,26.722,14761.0
Bahamas,Unemployment rate by sex and age,Female,25+,Adults,2024,7.262,14761.0
Bahamas,Unemployment rate by sex and age,Female,Under 15,Children,2024,9.378,14761.0
Bahamas,Unemployment rate by sex and age,Male,15-24,Youth,2024,21.446,14761.0
Bahamas,Unemployment rate by sex and age,Male,25+,Adults,2024,7.132,14761.0
Bahamas,Unemployment rate by sex and age,Male,Under 15,Children,2024,9.337,14761.0
Bahrain,Unemployment rate by sex and age,Female,15-24,Youth,2024,12.6,46943.0
Bahrain,Unemployment rate by sex and age,Female,25+,Adults,2024,2.968,46943.0
Bahrain,Unemployment rate by sex and age,Female,Under 15,Children,2024,4.069,46943.0
Bahrain,Unemployment rate by sex and age,Male,15-24,Youth,2024,2.647,46943.0
Bahrain,Unemployment rate by sex and age,Male,25+,Adults,2024,0.322,46943.0
Bahrain,Unemployment rate by sex and age,Male,Under 15,Children,2024,0.494,46943.0
Bangladesh,Unemployment rate by sex and age,Female,15-24,Youth,2024,16.992,451096.0
Bangladesh,Unemployment rate by sex and age,Female,25+,Adults,2024,4.42,451096.0
