country_std,indicator_name,sex,age_group,age_categories,Year,Unemployment,GDP
Chad,Unemployment rate by sex and age,Female,15-24,Youth,2021,0.87,16881.0
Chad,Unemployment rate by sex and age,Female,25+,Adults,2021,1.155,16881.0
Chad,Unemployment rate by sex and age,Female,Under 15,Children,2021,1.081,16881.0
Chad,Unemployment rate by sex and age,Male,15-24,Youth,2021,2.856,16881.0
Chad,Unemployment rate by sex and age,Male,25+,Adults,2021,1.68,16881.0
Chad,Unemployment rate by sex and age,Male,Under 15,Children,2021,1.943,16881.0
Chile,Unemployment rate by sex and age,Female,15-24,Youth,2021,22.583,315411.0
Chile,Unemployment rate by sex and age,Female,25+,Adults,2021,8.428,315411.0
Chile,Unemployment rate by sex and age,Female,Under 15,Children,2021,9.557,315411.0
Chile,Unemployment rate by sex and age,Male,15-24,Youth,2021,18.92,315411.0
Chile,Unemployment rate by sex and age,Male,25+,Adults,2021,8.274,315411.0
Chile,Unemployment rate by sex and age,Male,Under 15,Children,2021,9.087,315411.0
China,Unemployment rate by sex and age,Female,15-24,Youth,2021,11.171,18190803.0
China,Unemployment rate by sex and age,Female,25+,Adults,2021,3.204,18190803.0
China,Unemployment rate by sex and age,Female,Under 15,Children,2021,3.956,18190803.0
China,Unemployment rate by sex and age,Male,15-24,Youth,2021,13.353,18190803.0
China,Unemployment rate by sex and age,Male,25+,Adults,2021,4.082,18190803.0
China,Unemployment rate by sex and age,Male,Under 15,Children,2021,5.044,18190803.0
Colombia,Unemployment rate by sex and age,Female,15-24,Youth,2021,32.142,318525.0
Colombia,Unemployment rate by sex and age,Female,25+,Adults,2021,15.511,318525.0
Colombia,Unemployment rate by sex and age,Female,Under 15,Children,2021,18.169,318525.0
Colombia,Unemployment rate by sex and age,Male,15-24,Youth,2021,19.629,318525.0
Colombia,Unemployment rate by sex and age,Male,25+,Adults,2021,9.287,318525.0
Colombia,Unemployment rate by sex and age,Male,Under 15,Children,2021,10.923,318525.0
Comoros,Unemployment rate by sex and age,Female,15-24,Youth,2021,12.514,1273.0
Comoros,Unemployment rate by sex and age,Female,25+,Adults,2021,5.881,1273.0
Comoros,Unemployment rate by sex and age,Female,Under 15,Children,2021,6.584,1273.0
Comoros,Unemployment rate by sex and age,Male,15-24,Youth,2021,9.796,1273.0
Comoros,Unemployment rate by sex and age,Male,25+,Adults,2021,5.005,1273.0
Comoros,Unemployment rate by sex and age,Male,Under 15,Children,2021,5.423,1273.0
Republic of the Congo,Unemployment rate by sex and age,Female,15-24,Youth,2021,44.774,13387.0
Republic of the Congo,Unemployment rate by sex and age,Female,25+,Adults,2021,18.694,13387.0
Republic of the Congo,Unemployment rate by sex and age,Female,Under 15,Children,2021,23.905,13387.0
Republic of the Congo,Unemployment rate by sex and age,Male,15-24,Youth,2021,47.465,13387.0
Republic of the Congo,Unemployment rate by sex and age,Male,25+,Adults,2021,15.46,13387.0
Republic of the Congo,Unemployment rate by sex and age,Male,Under 15,Children,2021,21.344,13387.0
Democratic Republic of the Congo,Unemployment rate by sex and age,Female,15-24,Youth,2021,7.764,55327.0
Democratic Republic of the Congo,Unemployment rate by sex and age,Female,25+,Adults,2021,3.463,55327.0
Democratic Republic of the Congo,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.385,55327.0
Democratic Republic of the Congo,Unemployment rate by sex and age,Male,15-24,Youth,2021,12.354,55327.0
Democratic Republic of the Congo,Unemployment rate by sex and age,Male,25+,Adults,2021,5.403,55327.0
Democratic Republic of the Congo,Unemployment rate by sex and age,Male,Under 15,Children,2021,6.557,55327.0
Costa Rica,Unemployment rate by sex and age,Female,15-24,Youth,2021,46.787,64954.0
Costa Rica,Unemployment rate by sex and age,Female,25+,Adults,2021,15.428,64954.0
Costa Rica,Unemployment rate by sex and age,Female,Under 15,Children,2021,20.118,64954.0
Costa Rica,Unemployment rate by sex and age,Male,15-24,Youth,2021,33.306,64954.0
Costa Rica,Unemployment rate by sex and age,Male,25+,Adults,2021,8.499,64954.0
Costa Rica,Unemployment rate by sex and age,Male,Under 15,Children,2021,11.715,64954.0
Croatia,Unemployment rate by sex and age,Female,15-24,Youth,2021,26.398,69055.0
Croatia,Unemployment rate by sex and age,Female,25+,Adults,2021,6.683,69055.0
Croatia,Unemployment rate by sex and age,Female,Under 15,Children,2021,8.023,69055.0
Croatia,Unemployment rate by sex and age,Male,15-24,Youth,2021,18.976,69055.0
Croatia,Unemployment rate by sex and age,Male,25+,Adults,2021,6.163,69055.0
Croatia,Unemployment rate by sex and age,Male,Under 15,Children,2021,7.262,69055.0
Cyprus,Unemployment rate by sex and age,Female,15-24,Youth,2021,16.42,30393.0
Cyprus,Unemployment rate by sex and age,Female,25+,Adults,2021,7.215,30393.0
Cyprus,Unemployment rate by sex and age,Female,Under 15,Children,2021,8.014,30393.0
Cyprus,Unemployment rate by sex and age,Male,15-24,Youth,2021,17.744,30393.0
Cyprus,Unemployment rate by sex and age,Male,25+,Adults,2021,6.138,30393.0
Cyprus,Unemployment rate by sex and age,Male,Under 15,Children,2021,7.092,30393.0
Ivory Coast,Unemployment rate by sex and age,Female,15-24,Youth,2021,5.368,72833.0
Ivory Coast,Unemployment rate by sex and age,Female,25+,Adults,2021,2.684,72833.0
Ivory Coast,Unemployment rate by sex and age,Female,Under 15,Children,2021,3.341,72833.0
Ivory Coast,Unemployment rate by sex and age,Male,15-24,Youth,2021,3.616,72833.0
Ivory Coast,Unemployment rate by sex and age,Male,25+,Adults,2021,1.803,72833.0
Ivory Coast,Unemployment rate by sex and age,Male,Under 15,Children,2021,2.23,72833.0
Denmark,Unemployment rate by sex and age,Female,15-24,Youth,2021,10.92,408378.0
Denmark,Unemployment rate by sex and age,Female,25+,Adults,2021,4.147,408378.0
Denmark,Unemployment rate by sex and age,Female,Under 15,Children,2021,5.135,408378.0
Denmark,Unemployment rate by sex and age,Male,15-24,Youth,2021,10.666,408378.0
Denmark,Unemployment rate by sex and age,Male,25+,Adults,2021,4.049,408378.0
Denmark,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.956,408378.0
Djibouti,Unemployment rate by sex and age,Female,15-24,Youth,2021,82.135,3393.0
Djibouti,Unemployment rate by sex and age,Female,25+,Adults,2021,29.239,3393.0
Djibouti,Unemployment rate by sex and age,Female,Under 15,Children,2021,38.097,3393.0
Djibouti,Unemployment rate by sex and age,Male,15-24,Youth,2021,78.706,3393.0
Djibouti,Unemployment rate by sex and age,Male,25+,Adults,2021,17.246,3393.0
Djibouti,Unemployment rate by sex and age,Male,Under 15,Children,2021,23.744,3393.0
Dominican Republic,Unemployment rate by sex and age,Female,15-24,Youth,2021,25.579,95067.0
Dominican Republic,Unemployment rate by sex and age,Female,25+,Adults,2021,9.991,95067.0
Dominican Republic,Unemployment rate by sex and age,Female,Under 15,Children,2021,12.521,95067.0
Dominican Republic,Unemployment rate by sex and age,Male,15-24,Youth,2021,11.587,95067.0
Dominican Republic,Unemployment rate by sex and age,Male,25+,Adults,2021,2.873,95067.0
Dominican Republic,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.435,95067.0
Ecuador,Unemployment rate by sex and age,Female,15-24,Youth,2021,12.936,107179.0
Ecuador,Unemployment rate by sex and age,Female,25+,Adults,2021,4.491,107179.0
Ecuador,Unemployment rate by sex and age,Female,Under 15,Children,2021,5.781,107179.0
Ecuador,Unemployment rate by sex and age,Male,15-24,Youth,2021,7.012,107179.0
Ecuador,Unemployment rate by sex and age,Male,25+,Adults,2021,2.968,107179.0
Ecuador,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.687,107179.0
Egypt,Unemployment rate by sex and age,Female,15-24,Youth,2021,42.902,423300.0
Egypt,Unemployment rate by sex and age,Female,25+,Adults,2021,11.632,423300.0
Egypt,Unemployment rate by sex and age,Female,Under 15,Children,2021,15.932,423300.0
Egypt,Unemployment rate by sex and age,Male,15-24,Youth,2021,13.137,423300.0
Egypt,Unemployment rate by sex and age,Male,25+,Adults,2021,4.304,423300.0
Egypt,Unemployment rate by sex and age,Male,Under 15,Children,2021,5.575,423300.0
El Salvador,Unemployment rate by sex and age,Female,15-24,Youth,2021,14.114,29043.0
El Salvador,Unemployment rate by sex and age,Female,25+,Adults,2021,3.008,29043.0
El Salvador,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.767,29043.0
El Salvador,Unemployment rate by sex and age,Male,15-24,Youth,2021,7.696,29043.0
El Salvador,Unemployment rate by sex and age,Male,25+,Adults,2021,2.995,29043.0
El Salvador,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.026,29043.0
Equatorial Guinea,Unemployment rate by sex and age,Female,15-24,Youth,2021,19.762,12222.0
Equatorial Guinea,Unemployment rate by sex and age,Female,25+,Adults,2021,8.741,12222.0
Equatorial Guinea,Unemployment rate by sex and age,Female,Under 15,Children,2021,10.329,12222.0
Equatorial Guinea,Unemployment rate by sex and age,Male,15-24,Youth,2021,16.415,12222.0
Equatorial Guinea,Unemployment rate by sex and age,Male,25+,Adults,2021,7.253,12222.0
Equatorial Guinea,Unemployment rate by sex and age,Male,Under 15,Children,2021,8.348,12222.0
Estonia,Unemployment rate by sex and age,Female,15-24,Youth,2021,14.954,37229.0
Estonia,Unemployment rate by sex and age,Female,25+,Adults,2021,4.804,37229.0
Estonia,Unemployment rate by sex and age,Female,Under 15,Children,2021,5.545,37229.0
Estonia,Unemployment rate by sex and age,Male,15-24,Youth,2021,18.221,37229.0
Estonia,Unemployment rate by sex and age,Male,25+,Adults,2021,5.867,37229.0
Estonia,Unemployment rate by sex and age,Male,Under 15,Children,2021,6.784,37229.0
Eswatini,Unemployment rate by sex and age,Female,15-24,Youth,2021,53.667,4851.0
Eswatini,Unemployment rate by sex and age,Female,25+,Adults,2021,21.352,4851.0
Eswatini,Unemployment rate by sex and age,Female,Under 15,Children,2021,26.132,4851.0
Eswatini,Unemployment rate by sex and age,Male,15-24,Youth,2021,48.697,4851.0
Eswatini,Unemployment rate by sex and age,Male,25+,Adults,2021,18.925,4851.0
Eswatini,Unemployment rate by sex and age,Male,Under 15,Children,2021,22.788,4851.0
Ethiopia,Unemployment rate by sex and age,Female,15-24,Youth,2021,8.104,99261.0
Ethiopia,Unemployment rate by sex and age,Female,25+,Adults,2021,3.837,99261.0
Ethiopia,Unemployment rate by sex and age,Female,Under 15,Children,2021,5.149,99261.0
Ethiopia,Unemployment rate by sex and age,Male,15-24,Youth,2021,4.378,99261.0
Ethiopia,Unemployment rate by sex and age,Male,25+,Adults,2021,2.208,99261.0
Ethiopia,Unemployment rate by sex and age,Male,Under 15,Children,2021,2.863,99261.0
Fiji,Unemployment rate by sex and age,Female,15-24,Youth,2021,24.713,4305.0
Fiji,Unemployment rate by sex and age,Female,25+,Adults,2021,2.699,4305.0
Fiji,Unemployment rate by sex and age,Female,Under 15,Children,2021,6.084,4305.0
Fiji,Unemployment rate by sex and age,Male,15-24,Youth,2021,13.016,4305.0
Fiji,Unemployment rate by sex and age,Male,25+,Adults,2021,2.533,4305.0
Fiji,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.146,4305.0
Finland,Unemployment rate by sex and age,Female,15-24,Youth,2021,16.411,294419.0
Finland,Unemployment rate by sex and age,Female,25+,Adults,2021,5.818,294419.0
Finland,Unemployment rate by sex and age,Female,Under 15,Children,2021,7.055,294419.0
Finland,Unemployment rate by sex and age,Male,15-24,Youth,2021,17.663,294419.0
Finland,Unemployment rate by sex and age,Male,25+,Adults,2021,6.898,294419.0
Finland,Unemployment rate by sex and age,Male,Under 15,Children,2021,8.115,294419.0
France,Unemployment rate by sex and age,Female,15-24,Youth,2021,19.329,2968405.0
France,Unemployment rate by sex and age,Female,25+,Adults,2021,6.573,2968405.0
France,Unemployment rate by sex and age,Female,Under 15,Children,2021,7.753,2968405.0
France,Unemployment rate by sex and age,Male,15-24,Youth,2021,19.356,2968405.0
France,Unemployment rate by sex and age,Male,25+,Adults,2021,6.671,2968405.0
France,Unemployment rate by sex and age,Male,Under 15,Children,2021,7.963,2968405.0
Gabon,Unemployment rate by sex and age,Female,15-24,Youth,2021,44.929,19455.0
Gabon,Unemployment rate by sex and age,Female,25+,Adults,2021,28.504,19455.0
Gabon,Unemployment rate by sex and age,Female,Under 15,Children,2021,30.273,19455.0
Gabon,Unemployment rate by sex and age,Male,15-24,Youth,2021,33.089,19455.0
Gabon,Unemployment rate by sex and age,Male,25+,Adults,2021,13.738,19455.0
Gabon,Unemployment rate by sex and age,Male,Under 15,Children,2021,15.56,19455.0
Gambia,Unemployment rate by sex and age,Female,15-24,Youth,2021,7.162,2045.0
Gambia,Unemployment rate by sex and age,Female,25+,Adults,2021,2.306,2045.0
Gambia,Unemployment rate by sex and age,Female,Under 15,Children,2021,3.544,2045.0
Gambia,Unemployment rate by sex and age,Male,15-24,Youth,2021,8.985,2045.0
Gambia,Unemployment rate by sex and age,Male,25+,Adults,2021,4.837,2045.0
Gambia,Unemployment rate by sex and age,Male,Under 15,Children,2021,5.76,2045.0
Georgia,Unemployment rate by sex and age,Female,15-24,Youth,2021,32.4,18849.0
Georgia,Unemployment rate by sex and age,Female,25+,Adults,2021,8.808,18849.0
Georgia,Unemployment rate by sex and age,Female,Under 15,Children,2021,10.375,18849.0
Georgia,Unemployment rate by sex and age,Male,15-24,Youth,2021,29.464,18849.0
Georgia,Unemployment rate by sex and age,Male,25+,Adults,2021,11.277,18849.0
Georgia,Unemployment rate by sex and age,Male,Under 15,Children,2021,13.184,18849.0
Germany,Unemployment rate by sex and age,Female,15-24,Youth,2021,6.544,4351188.0
Germany,Unemployment rate by sex and age,Female,25+,Adults,2021,2.881,4351188.0
Germany,Unemployment rate by sex and age,Female,Under 15,Children,2021,3.24,4351188.0
Germany,Unemployment rate by sex and age,Male,15-24,Youth,2021,7.437,4351188.0
Germany,Unemployment rate by sex and age,Male,25+,Adults,2021,3.589,4351188.0
Germany,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.99,4351188.0
Ghana,Unemployment rate by sex and age,Female,15-24,Youth,2021,6.535,79514.0
Ghana,Unemployment rate by sex and age,Female,25+,Adults,2021,2.999,79514.0
Ghana,Unemployment rate by sex and age,Female,Under 15,Children,2021,3.629,79514.0
Ghana,Unemployment rate by sex and age,Male,15-24,Youth,2021,6.784,79514.0
Ghana,Unemployment rate by sex and age,Male,25+,Adults,2021,2.736,79514.0
Ghana,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.49,79514.0
Greece,Unemployment rate by sex and age,Female,15-24,Youth,2021,41.06,218449.0
Greece,Unemployment rate by sex and age,Female,25+,Adults,2021,17.699,218449.0
Greece,Unemployment rate by sex and age,Female,Under 15,Children,2021,18.841,218449.0
Greece,Unemployment rate by sex and age,Male,15-24,Youth,2021,30.932,218449.0
Greece,Unemployment rate by sex and age,Male,25+,Adults,2021,10.175,218449.0
Greece,Unemployment rate by sex and age,Male,Under 15,Children,2021,11.267,218449.0
Guatemala,Unemployment rate by sex and age,Female,15-24,Youth,2021,5.409,86467.0
Guatemala,Unemployment rate by sex and age,Female,25+,Adults,2021,2.015,86467.0
Guatemala,Unemployment rate by sex and age,Female,Under 15,Children,2021,2.881,86467.0
Guatemala,Unemployment rate by sex and age,Male,15-24,Youth,2021,3.057,86467.0
Guatemala,Unemployment rate by sex and age,Male,25+,Adults,2021,1.343,86467.0
Guatemala,Unemployment rate by sex and age,Male,Under 15,Children,2021,1.816,86467.0
Guinea,Unemployment rate by sex and age,Female,15-24,Youth,2021,9.123,16320.0
Guinea,Unemployment rate by sex and age,Female,25+,Adults,2021,5.088,16320.0
Guinea,Unemployment rate by sex and age,Female,Under 15,Children,2021,5.954,16320.0
Guinea,Unemployment rate by sex and age,Male,15-24,Youth,2021,6.981,16320.0
Guinea,Unemployment rate by sex and age,Male,25+,Adults,2021,5.802,16320.0
Guinea,Unemployment rate by sex and age,Male,Under 15,Children,2021,5.981,16320.0
Guinea-Bissau,Unemployment rate by sex and age,Female,15-24,Youth,2021,4.811,1722.0
Guinea-Bissau,Unemployment rate by sex and age,Female,25+,Adults,2021,2.761,1722.0
Guinea-Bissau,Unemployment rate by sex and age,Female,Under 15,Children,2021,3.179,1722.0
Guinea-Bissau,Unemployment rate by sex and age,Male,15-24,Youth,2021,4.469,1722.0
Guinea-Bissau,Unemployment rate by sex and age,Male,25+,Adults,2021,4.293,1722.0
Guinea-Bissau,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.331,1722.0
Guyana,Unemployment rate by sex and age,Female,15-24,Youth,2021,36.872,8041.0
Guyana,Unemployment rate by sex and age,Female,25+,Adults,2021,10.619,8041.0
Guyana,Unemployment rate by sex and age,Female,Under 15,Children,2021,16.495,8041.0
Guyana,Unemployment rate by sex and age,Male,15-24,Youth,2021,24.767,8041.0
Guyana,Unemployment rate by sex and age,Male,25+,Adults,2021,10.703,8041.0
Guyana,Unemployment rate by sex and age,Male,Under 15,Children,2021,13.915,8041.0
Haiti,Unemployment rate by sex and age,Female,15-24,Youth,2021,48.794,21017.0
Haiti,Unemployment rate by sex and age,Female,25+,Adults,2021,13.747,21017.0
Haiti,Unemployment rate by sex and age,Female,Under 15,Children,2021,18.633,21017.0
Haiti,Unemployment rate by sex and age,Male,15-24,Youth,2021,29.998,21017.0
Haiti,Unemployment rate by sex and age,Male,25+,Adults,2021,9.33,21017.0
Haiti,Unemployment rate by sex and age,Male,Under 15,Children,2021,12.69,21017.0
Honduras,Unemployment rate by sex and age,Female,15-24,Youth,2021,21.358,27950.0
Honduras,Unemployment rate by sex and age,Female,25+,Adults,2021,7.425,27950.0
Honduras,Unemployment rate by sex and age,Female,Under 15,Children,2021,10.785,27950.0
Honduras,Unemployment rate by sex and age,Male,15-24,Youth,2021,10.214,27950.0
Honduras,Unemployment rate by sex and age,Male,25+,Adults,2021,5.238,27950.0
Honduras,Unemployment rate by sex and age,Male,Under 15,Children,2021,6.566,27950.0
Hong Kong,Unemployment rate by sex and age,Female,15-24,Youth,2021,10.357,368954.0
Hong Kong,Unemployment rate by sex and age,Female,25+,Adults,2021,3.856,368954.0
Hong Kong,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.21,368954.0
Hong Kong,Unemployment rate by sex and age,Male,15-24,Youth,2021,15.143,368954.0
Hong Kong,Unemployment rate by sex and age,Male,25+,Adults,2021,5.601,368954.0
Hong Kong,Unemployment rate by sex and age,Male,Under 15,Children,2021,6.125,368954.0
Hungary,Unemployment rate by sex and age,Female,15-24,Youth,2021,15.485,183283.0
Hungary,Unemployment rate by sex and age,Female,25+,Adults,2021,3.52,183283.0
Hungary,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.243,183283.0
Hungary,Unemployment rate by sex and age,Male,15-24,Youth,2021,11.977,183283.0
Hungary,Unemployment rate by sex and age,Male,25+,Adults,2021,3.281,183283.0
Hungary,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.882,183283.0
Iceland,Unemployment rate by sex and age,Female,15-24,Youth,2021,10.719,25770.0
Iceland,Unemployment rate by sex and age,Female,25+,Adults,2021,5.447,25770.0
Iceland,Unemployment rate by sex and age,Female,Under 15,Children,2021,6.366,25770.0
Iceland,Unemployment rate by sex and age,Male,15-24,Youth,2021,12.993,25770.0
Iceland,Unemployment rate by sex and age,Male,25+,Adults,2021,4.489,25770.0
Iceland,Unemployment rate by sex and age,Male,Under 15,Children,2021,5.745,25770.0
India,Unemployment rate by sex and age,Female,15-24,Youth,2021,19.968,3167271.0
India,Unemployment rate by sex and age,Female,25+,Adults,2021,3.597,3167271.0
India,Unemployment rate by sex and age,Female,Under 15,Children,2021,5.39,3167271.0
India,Unemployment rate by sex and age,Male,15-24,Youth,2021,21.105,3167271.0
India,Unemployment rate by sex and age,Male,25+,Adults,2021,4.299,3167271.0
India,Unemployment rate by sex and age,Male,Under 15,Children,2021,6.717,3167271.0
Indonesia,Unemployment rate by sex and age,Female,15-24,Youth,2021,12.68,1186510.0
Indonesia,Unemployment rate by sex and age,Female,25+,Adults,2021,1.425,1186510.0
Indonesia,Unemployment rate by sex and age,Female,Under 15,Children,2021,3.152,1186510.0
Indonesia,Unemployment rate by sex and age,Male,15-24,Youth,2021,14.617,1186510.0
Indonesia,Unemployment rate by sex and age,Male,25+,Adults,2021,2.551,1186510.0
Indonesia,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.272,1186510.0
Iran,Unemployment rate by sex and age,Female,15-24,Youth,2021,36.376,289294.0
Iran,Unemployment rate by sex and age,Female,25+,Adults,2021,13.66,289294.0
Iran,Unemployment rate by sex and age,Female,Under 15,Children,2021,16.029,289294.0
Iran,Unemployment rate by sex and age,Male,15-24,Youth,2021,20.871,289294.0
Iran,Unemployment rate by sex and age,Male,25+,Adults,2021,6.723,289294.0
Iran,Unemployment rate by sex and age,Male,Under 15,Children,2021,7.98,289294.0
Iraq,Unemployment rate by sex and age,Female,15-24,Youth,2021,62.128,210753.0
Iraq,Unemployment rate by sex and age,Female,25+,Adults,2021,19.84,210753.0
Iraq,Unemployment rate by sex and age,Female,Under 15,Children,2021,28.194,210753.0
Iraq,Unemployment rate by sex and age,Male,15-24,Youth,2021,31.677,210753.0
Iraq,Unemployment rate by sex and age,Male,25+,Adults,2021,9.405,210753.0
Iraq,Unemployment rate by sex and age,Male,Under 15,Children,2021,14.222,210753.0
Ireland,Unemployment rate by sex and age,Female,15-24,Youth,2021,14.5,531660.0
Ireland,Unemployment rate by sex and age,Female,25+,Adults,2021,4.847,531660.0
Ireland,Unemployment rate by sex and age,Female,Under 15,Children,2021,6.142,531660.0
Ireland,Unemployment rate by sex and age,Male,15-24,Youth,2021,14.423,531660.0
Ireland,Unemployment rate by sex and age,Male,25+,Adults,2021,5.101,531660.0
Ireland,Unemployment rate by sex and age,Male,Under 15,Children,2021,6.232,531660.0
Israel,Unemployment rate by sex and age,Female,15-24,Youth,2021,7.863,489854.0
Israel,Unemployment rate by sex and age,Female,25+,Adults,2021,4.151,489854.0
Israel,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.727,489854.0
Israel,Unemployment rate by sex and age,Male,15-24,Youth,2021,7.444,489854.0
Israel,Unemployment rate by sex and age,Male,25+,Adults,2021,4.44,489854.0
Israel,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.886,489854.0
Italy,Unemployment rate by sex and age,Female,15-24,Youth,2021,32.857,2180656.0
Italy,Unemployment rate by sex and age,Female,25+,Adults,2021,9.396,2180656.0
Italy,Unemployment rate by sex and age,Female,Under 15,Children,2021,10.625,2180656.0
Italy,Unemployment rate by sex and age,Male,15-24,Youth,2021,27.706,2180656.0
Italy,Unemployment rate by sex and age,Male,25+,Adults,2021,7.421,2180656.0
Italy,Unemployment rate by sex and age,Male,Under 15,Children,2021,8.664,2180656.0
Jamaica,Unemployment rate by sex and age,Female,15-24,Youth,2021,22.884,14674.0
Jamaica,Unemployment rate by sex and age,Female,25+,Adults,2021,5.483,14674.0
Jamaica,Unemployment rate by sex and age,Female,Under 15,Children,2021,7.274,14674.0
Jamaica,Unemployment rate by sex and age,Male,15-24,Youth,2021,16.18,14674.0
Jamaica,Unemployment rate by sex and age,Male,25+,Adults,2021,3.877,14674.0
Jamaica,Unemployment rate by sex and age,Male,Under 15,Children,2021,5.221,14674.0
Japan,Unemployment rate by sex and age,Female,15-24,Youth,2021,4.161,5039148.0
Japan,Unemployment rate by sex and age,Female,25+,Adults,2021,2.388,5039148.0
Japan,Unemployment rate by sex and age,Female,Under 15,Children,2021,2.553,5039148.0
Japan,Unemployment rate by sex and age,Male,15-24,Youth,2021,5.098,5039148.0
Japan,Unemployment rate by sex and age,Male,25+,Adults,2021,2.886,5039148.0
Japan,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.053,5039148.0
Jordan,Unemployment rate by sex and age,Female,15-24,Youth,2021,53.977,46362.0
Jordan,Unemployment rate by sex and age,Female,25+,Adults,2021,20.299,46362.0
Jordan,Unemployment rate by sex and age,Female,Under 15,Children,2021,26.192,46362.0
Jordan,Unemployment rate by sex and age,Male,15-24,Youth,2021,41.532,46362.0
Jordan,Unemployment rate by sex and age,Male,25+,Adults,2021,13.898,46362.0
Jordan,Unemployment rate by sex and age,Male,Under 15,Children,2021,18.523,46362.0
Kazakhstan,Unemployment rate by sex and age,Female,15-24,Youth,2021,5.092,197112.0
Kazakhstan,Unemployment rate by sex and age,Female,25+,Adults,2021,6.295,197112.0
Kazakhstan,Unemployment rate by sex and age,Female,Under 15,Children,2021,6.175,197112.0
Kazakhstan,Unemployment rate by sex and age,Male,15-24,Youth,2021,3.457,197112.0
Kazakhstan,Unemployment rate by sex and age,Male,25+,Adults,2021,5.19,197112.0
Kazakhstan,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.983,197112.0
Kenya,Unemployment rate by sex and age,Female,15-24,Youth,2021,16.147,109875.0
Kenya,Unemployment rate by sex and age,Female,25+,Adults,2021,5.458,109875.0
Kenya,Unemployment rate by sex and age,Female,Under 15,Children,2021,7.518,109875.0
Kenya,Unemployment rate by sex and age,Male,15-24,Youth,2021,7.936,109875.0
Kenya,Unemployment rate by sex and age,Male,25+,Adults,2021,2.935,109875.0
Kenya,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.878,109875.0
South Korea,Unemployment rate by sex and age,Female,15-24,Youth,2021,7.354,1942314.0
South Korea,Unemployment rate by sex and age,Female,25+,Adults,2021,3.476,1942314.0
South Korea,Unemployment rate by sex and age,Female,Under 15,Children,2021,3.743,1942314.0
South Korea,Unemployment rate by sex and age,Male,15-24,Youth,2021,8.911,1942314.0
South Korea,Unemployment rate by sex and age,Male,25+,Adults,2021,3.328,1942314.0
South Korea,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.563,1942314.0
Kuwait,Unemployment rate by sex and age,Female,15-24,Youth,2021,33.836,148455.0
Kuwait,Unemployment rate by sex and age,Female,25+,Adults,2021,5.986,148455.0
Kuwait,Unemployment rate by sex and age,Female,Under 15,Children,2021,7.451,148455.0
Kuwait,Unemployment rate by sex and age,Male,15-24,Youth,2021,10.857,148455.0
Kuwait,Unemployment rate by sex and age,Male,25+,Adults,2021,1.086,148455.0
Kuwait,Unemployment rate by sex and age,Male,Under 15,Children,2021,1.471,148455.0
Kyrgyzstan,Unemployment rate by sex and age,Female,15-24,Youth,2021,8.911,9256.0
Kyrgyzstan,Unemployment rate by sex and age,Female,25+,Adults,2021,3.526,9256.0
Kyrgyzstan,Unemployment rate by sex and age,Female,Under 15,Children,2021,4.309,9256.0
Kyrgyzstan,Unemployment rate by sex and age,Male,15-24,Youth,2021,7.823,9256.0
Kyrgyzstan,Unemployment rate by sex and age,Male,25+,Adults,2021,3.095,9256.0
Kyrgyzstan,Unemployment rate by sex and age,Male,Under 15,Children,2021,3.949,9256.0
Laos,Unemployment rate by sex and age,Female,15-24,Youth,2021,6.142,18533.0
Laos,Unemployment rate by sex and age,Female,25+,Adults,2021,2.601,18533.0
Laos,Unemployment rate by sex and age,Female,Under 15,Children,2021,3.434,18533.0
Laos,Unemployment rate by sex and age,Male,15-24,Youth,2021,7.112,18533.0
Laos,Unemployment rate by sex and age,Male,25+,Adults,2021,4.137,18533.0
Laos,Unemployment rate by sex and age,Male,Under 15,Children,2021,4.785,18533.0
Latvia,Unemployment rate by sex and age,Female,15-24,Youth,2021,14.585,38209.0
Latvia,Unemployment rate by sex and age,Female,25+,Adults,2021,6.07,38209.0
Latvia,Unemployment rate by sex and age,Female,Under 15,Children,2021,6.533,38209.0
Latvia,Unemployment rate by sex and age,Male,15-24,Youth,2021,14.924,38209.0
Latvia,Unemployment rate by sex and age,Male,25+,Adults,2021,8.001,38209.0
Latvia,Unemployment rate by sex and age,Male,Under 15,Children,2021,8.461,38209.0
Lebanon,Unemployment rate by sex and age,Female,15-24,Youth,2021,23.795,19782.0
